race,lon,lat
Hispanic,-121.89361331837667,37.317699271938196
Hispanic,-121.85450838300669,37.35267870510325
White,-122.05594378899409,37.36390375133252
Hispanic,-121.92241280511561,37.31895414287824
Hispanic,-121.83226201479529,37.37897939340507
White,-121.87663813084886,37.33486457577513
Hispanic,-121.87009547993837,37.34201123836334
Black,-121.88943491313913,37.33392410402368
Black,-121.87061724095041,37.30537478122531
White,-121.85086366085476,37.29479040470463
Black,-121.83420430685575,37.35099611115481
Hispanic,-121.98561451476834,37.32258537081837
Hispanic,-121.84494494446393,37.338693336996265
Hispanic,-121.83360176712827,37.387391574412284
Hispanic,-121.82357859520744,37.36557529316815
White,-121.97249535764928,37.267706593805634
White,-121.87399383895024,37.32354180493335
Asian,-121.85357241259989,37.33087862926555
Hispanic,-121.8786633437198,37.317603496361265
Black,-121.85658472641771,37.265264276491486
Hispanic,-121.8074546212902,37.29810969862447
Hispanic,-121.85361594085616,37.367860317075156
Hispanic,-121.87283095468852,37.4256913529932
Hispanic,-121.88477311073744,37.32414723189135
White,-121.87412286666068,37.38153364098227
Black,-121.87106997841482,37.34048508914055
White,-121.89009182918636,37.30252466359333
Hispanic,-121.85795264160487,37.358158688823536
White,-121.80856928107467,37.35006380860637
Hispanic,-121.85480837751692,37.27233195755079
Hispanic,-121.888158839604,37.339647480458275
Hispanic,-121.81131825867334,37.26128020249476
White,-122.10611905974817,37.418069183054456
Black,-121.95964800553408,37.40661963320813
White,-121.89247281564766,37.26302893826582
Hispanic,-121.88339113990013,37.43090244411169
White,-121.918521292838,37.32293219007715
Hispanic,-121.97222002944234,37.349136538897206
Hispanic,-121.8701071438565,37.327153356686374
Hispanic,-121.84336276238008,37.37380669480392
Hispanic,-121.88451470930532,37.32524612409776
Hispanic,-121.87257813120046,37.348454275525114
White,-121.88398466217083,37.32847057654038
Black,-121.87678919919531,37.32415082296736
Hispanic,-121.88431357329375,37.331502727697334
Asian,-121.85176041423477,37.32323835800052
Hispanic,-121.8688447403431,37.35695229803065
Asian,-121.82073354667601,37.26820407082345
Black,-121.92062423064837,37.323711282871415
White,-121.92748984172134,37.325657476251635
Asian,-121.84688543660229,37.306963416548044
Hispanic,-121.80608960986636,37.350120449386665
Hispanic,-121.84111761590617,37.29273163359827
Hispanic,-121.88303443898155,37.40002783169768
Hispanic,-121.87508601664675,37.38130041265289
Black,-121.83559035484443,37.35160124994863
Black,-121.89010890041021,37.33303443066099
White,-121.84689484354308,37.27924094936194
White,-121.87977396312208,37.34380196453651
Hispanic,-121.87914167539873,37.24953768442716
Hispanic,-122.0885996833856,37.38600736538696
Black,-121.87563309972049,37.31826263126262
White,-121.94992239254687,37.25196017580916
Hispanic,-121.82018886062436,37.25342080745687
Hispanic,-121.98345396710178,37.363652002412934
Hispanic,-121.88974906871387,37.34189773932075
Hispanic,-121.88001174729983,37.347331320661056
White,-121.96923682132409,37.29161342871122
White,-122.00869161474176,37.39740980560765
Hispanic,-121.85369001491544,37.28955599444427
Hispanic,-121.82076779319102,37.324564877562395
Black,-121.87348307301468,37.30770128642616
Hispanic,-121.89220688488273,37.33031591867976
Hispanic,-121.77122609942248,37.23538924518867
White,-121.83550332261125,37.3198285436148
Hispanic,-121.87950880631617,37.402588162466564
Hispanic,-121.86094141016767,37.35986293310664
Hispanic,-121.8772358722436,37.31944467612631
White,-121.7929527881871,37.23251046104666
White,-122.03204434083888,37.370822306556484
Hispanic,-121.96920137599142,37.35157330455756
White,-121.88984821335717,37.44580037747441
Hispanic,-121.90855970226944,37.279404242666686
Black,-121.88121174357262,37.31471001508864
Black,-121.87940742131387,37.322136426338865
White,-121.82205049224447,37.3038613661317
White,-121.97702716309368,37.29322977619999
Hispanic,-121.92433077433301,37.342406313851754
Hispanic,-121.88708259093586,37.33873703123063
Hispanic,-121.93501711934326,37.31410186107477
White,-121.86171157916263,37.343000656287785
Hispanic,-121.99787756016376,37.40226494290741
White,-121.80128961083412,37.31003745564827
White,-121.80852873934974,37.24576455237962
White,-121.87782638315716,37.333770201587946
Hispanic,-121.98138331430279,37.35921481224385
White,-121.92923015262247,37.277511089724285
Black,-121.8695318526723,37.3289560739429
White,-121.80239922891319,37.31095359703638
Hispanic,-121.88161250196296,37.30487080519283
White,-121.89781754096177,37.292403201603
Asian,-121.88283330311538,37.435377476024556
Asian,-121.87370496360236,37.38116287471712
Black,-121.87905780101528,37.257901210272706
White,-121.87319187691571,37.32556423991023
White,-121.87729071921252,37.313476230891865
Black,-121.88125905521649,37.339119563655835
Hispanic,-121.82741588613325,37.36823120601002
Black,-121.8021407153868,37.314030969229336
Hispanic,-121.95822164531917,37.29636364992262
Hispanic,-121.79006032518026,37.2277261482014
Hispanic,-121.86430216614929,37.301727661072015
Hispanic,-121.87100076104747,37.249956196697454
Hispanic,-121.88833471083024,37.34655441029506
Hispanic,-121.92879531038967,37.342985165852824
Hispanic,-121.88619615790593,37.33582977128277
White,-121.87563763999505,37.292758644532064
White,-121.90005709296854,37.3499046586781
White,-121.87359827084012,37.30974152149263
White,-121.90460644755872,37.32570588910929
Hispanic,-121.87338366555662,37.30265552679533
Hispanic,-121.84166341603878,37.3318639190351
Black,-121.86973653082613,37.29474082584814
White,-121.85630357964824,37.31502629573487
White,-121.88107931024712,37.24966354698393
Hispanic,-121.83014683519507,37.28217583134099
Hispanic,-121.85099886890653,37.36036275938302
Black,-121.83972027600453,37.317667075747
Hispanic,-121.82337077175491,37.2537181130389
Hispanic,-121.85637263649407,37.34767760690582
Hispanic,-121.83452228418048,37.343036097618445
Hispanic,-121.8282361032682,37.36555745213871
Hispanic,-121.80065685492477,37.26369893570286
Hispanic,-121.83271017375326,37.33876306317337
Hispanic,-121.79107610002245,37.35218757294081
White,-121.87502646132162,37.3419188663637
Black,-121.85217143673104,37.34666983824088
White,-121.97338228292577,37.277033676307305
White,-121.78362783330982,37.22609023473928
White,-121.96673325380524,37.27355054691411
White,-121.95726865948157,37.382521696961724
Hispanic,-121.9262902214109,37.26946067861544
Hispanic,-121.87767895571409,37.33951038463677
Hispanic,-121.83277921344492,37.24064016917089
Hispanic,-121.92309191247179,37.3038131955855
Hispanic,-121.919693877877,37.304473838566814
Hispanic,-121.86137173653803,37.34002067720553
White,-121.84189994502259,37.35953241564303
Asian,-121.84774489540551,37.252115535156634
Hispanic,-121.8342783484717,37.36984343677284
Hispanic,-121.80609432128162,37.26498831003667
Asian,-121.94937030096384,37.31958213349727
White,-121.87082319230517,37.2969944984461
White,-121.96583337078293,37.35830188985144
Hispanic,-121.80914900393013,37.344170147783615
White,-121.86785968788568,37.318452478518886
Hispanic,-121.81379055479843,37.309383519148994
Asian,-121.82445702471166,37.34583153785085
White,-121.9716223132,37.2965441638896
White,-121.84939556159385,37.30437892136335
Asian,-121.80348912829592,37.31666484074862
Hispanic,-121.83281150049417,37.37818591131702
White,-121.8973802505458,37.37250062409447
Hispanic,-121.84533622753388,37.30393627200877
Hispanic,-121.81407588737702,37.31510197981501
Asian,-121.80235866648854,37.34782836600656
Black,-121.95076637769465,37.31464404513962
Asian,-121.8809525842329,37.343143364012704
Hispanic,-121.8877771950106,37.35432190701187
Hispanic,-121.91499399496323,37.29446925444925
Hispanic,-121.92766467292967,37.31231206811025
Hispanic,-121.88762709248462,37.38394712309344
Asian,-121.98850413344437,37.366396297767864
Hispanic,-121.89550451932539,37.32434117408441
Hispanic,-121.91035539495566,37.332237845799305
Black,-121.80322030776352,37.32254335039139
Hispanic,-121.80942290618471,37.357941762570555
Hispanic,-121.9742708621446,37.35176586742558
Black,-121.826206572776,37.29872718765525
Hispanic,-121.88875962357695,37.336627247037136
Hispanic,-121.9585911726708,37.27245739252948
Hispanic,-121.82739252544273,37.241889871049075
Hispanic,-121.8741516893795,37.31725341669217
White,-121.96940404663457,37.32097520548218
Hispanic,-121.84869524436893,37.32876279557763
Black,-121.83522614421238,37.28262070202451
Hispanic,-121.87614235285272,37.40527950792364
White,-121.98102297173915,37.35503481756828
White,-121.91126736678477,37.33459982672779
Asian,-121.85172072467279,37.41905092360471
Hispanic,-121.87946430893376,37.30944743144578
Hispanic,-121.87171366401391,37.28991558093756
Hispanic,-122.00779869627723,37.34408605347828
White,-121.9288275725457,37.33629027948086
Black,-121.8840351231718,37.331392614667905
White,-121.96078376108028,37.304157177966914
Hispanic,-121.89654733942692,37.342538926928754
Hispanic,-121.78930812011022,37.32347588615884
Hispanic,-121.91513306902561,37.32526604572296
White,-121.85638162611816,37.32584851597575
Hispanic,-121.82166837385351,37.28893921322462
Hispanic,-121.87670923254505,37.24500862519154
Hispanic,-121.89719713927023,37.30688488217092
Hispanic,-122.05327433424176,37.38879416726412
White,-121.82629283746604,37.32651414032248
White,-121.89293288530875,37.33972544696571
Hispanic,-121.92148329878908,37.31289348061761
Hispanic,-121.82343627882746,37.34274311567405
White,-121.93221893580825,37.2786982970653
Hispanic,-121.87863076950377,37.329829772074916
Asian,-121.94296657314422,37.325893653319596
Hispanic,-121.90932134234603,37.25913060962886
Hispanic,-121.87403398484865,37.33675647592164
White,-121.92944848727484,37.275264504009655
Hispanic,-121.88461167969572,37.33737345980557
White,-121.92499621987432,37.29606687681955
Black,-122.04913941989201,37.359076965882835
Hispanic,-121.8817052042845,37.24655984326883
Hispanic,-121.89370709193592,37.321814240195984
Hispanic,-121.95019866707605,37.293581173183874
Hispanic,-121.8548438085994,37.31744800837077
Hispanic,-121.89178861553715,37.335225391633195
White,-121.88752293098572,37.31518489217604
Hispanic,-121.82488759518708,37.33366896754313
Asian,-121.87716901964458,37.35062916997565
White,-121.8690333380314,37.246144531510225
Asian,-121.8231834409417,37.30477199759307
Hispanic,-121.80635215521922,37.32076717956751
Hispanic,-121.84699806890903,37.35532338188695
Hispanic,-121.89494915856947,37.33467896940588
Hispanic,-121.83162824049327,37.382262997466405
Hispanic,-121.89013590079587,37.343184222537694
Black,-121.87144605617765,37.35568993548119
Hispanic,-121.84389841938176,37.31987120993774
Hispanic,-121.90845454482738,37.308183821957556
Hispanic,-121.92907605003971,37.26782053175859
Hispanic,-121.82956551284455,37.328880220772874
Hispanic,-121.78792684883317,37.316937253932366
Hispanic,-121.83888104556937,37.377241509558516
White,-121.88706304697922,37.332988949848826
Hispanic,-121.88775173308458,37.33626477820806
Hispanic,-121.87661886005492,37.334540379389736
Hispanic,-121.83348694046946,37.30771486137522
White,-121.85375181612199,37.34592485716456
White,-121.88082027740082,37.28445270702338
Hispanic,-121.97004373150625,37.30912227646212
Hispanic,-121.86777257966024,37.274244377235966
White,-121.92797391164999,37.30573789343817
Hispanic,-121.87504449171017,37.3578344335077
Black,-121.83450064414336,37.34545153179187
Hispanic,-121.83560166228554,37.275617295936165
Hispanic,-121.95592292798791,37.36296587879534
Hispanic,-121.95082959100925,37.27539259695823
Hispanic,-122.00774943448062,37.340097206832176
Hispanic,-122.04822617794869,37.379800372516556
Hispanic,-121.87788535916778,37.33323302071134
White,-121.93807042705326,37.306211511495235
Black,-121.82771102800355,37.25532610836293
White,-121.87670371250732,37.33275772442416
Hispanic,-121.84096397556952,37.32781658171658
Hispanic,-121.87553091492654,37.334822365541406
Hispanic,-121.82425758135415,37.34399203759154
Hispanic,-121.82253766706717,37.33756947660564
Hispanic,-121.85816208355504,37.3620258326174
White,-121.92462359357911,37.331056672454416
White,-121.9393264892784,37.282281272487346
White,-121.87253364420712,37.31499923181841
White,-121.89503003705018,37.24579585822862
Hispanic,-121.86266612433428,37.30394006237759
Black,-121.84480976108992,37.2394726104458
White,-121.88678855716758,37.32506693595385
White,-121.95212080116377,37.258649457642726
Hispanic,-121.88627412351923,37.33005036875838
Hispanic,-121.7708437535955,37.29629935020386
Black,-121.9498906911672,37.38834604645769
White,-121.87511596452792,37.4138711008721
Hispanic,-121.87394930863937,37.335997296099855
White,-121.94578799806945,37.30698128792488
White,-121.69377560932877,37.169207842473774
White,-121.8878452061174,37.32988800904242
Black,-121.82699711047708,37.32029953707938
White,-121.90545618590293,37.258530541416505
White,-121.87921257029507,37.26910407664004
Black,-121.90044772760264,37.27970931222415
Black,-121.86938859319368,37.41248182918636
Hispanic,-121.97036046774984,37.34571199656228
White,-121.92069829148197,37.30827398294608
Hispanic,-121.91349601182108,37.43200536723893
Hispanic,-121.94224552413515,37.34700598251501
Hispanic,-121.8611944629394,37.30659513521872
Hispanic,-121.81814582510825,37.34658116743088
White,-121.87746767734168,37.2478312042427
Hispanic,-121.94953154910148,37.30731585300015
White,-121.88080132774412,37.25977291005491
White,-121.78569230607259,37.22339849003328
Black,-121.8570173127344,37.27539457564977
White,-121.97682284572431,37.26455593196352
Hispanic,-121.85349465057878,37.37406943293228
White,-121.90102598129431,37.36003343935089
Hispanic,-121.88670391726727,37.342219172550266
Hispanic,-121.86408914728962,37.267141181390116
White,-121.91290452576088,37.27618966683695
Asian,-121.8301820944612,37.33392329979563
Black,-121.85552841392033,37.31620192681872
Black,-121.85510386324015,37.26776961597059
Hispanic,-121.8817781487198,37.31314949507883
White,-121.92135545184522,37.32257565221918
White,-121.87702477656576,37.356313551260044
Black,-121.88795589151181,37.3548662936853
Hispanic,-121.81836999588684,37.35657805467154
White,-121.94640198058336,37.298634055736976
Hispanic,-121.8008111085772,37.269414893513144
Hispanic,-121.9808473073576,37.315744439542804
White,-121.83322673136243,37.35522914657424
Hispanic,-121.78546600644415,37.22852143300217
Hispanic,-122.02350652450512,37.36995642676931
Hispanic,-121.85427487492376,37.356505828114585
Hispanic,-121.88430183345814,37.34006171920767
Hispanic,-121.9579294054897,37.25526862611049
White,-121.88200103025657,37.30552904441484
Hispanic,-121.86526151528419,37.307942384214485
Hispanic,-121.9180799741292,37.32063394323929
Hispanic,-121.85574301085981,37.34371301214556
Hispanic,-121.88041974338505,37.336302205977255
White,-121.8259070021909,37.36136693122451
Hispanic,-121.93316704376399,37.32128226769313
Hispanic,-121.87956475760987,37.31502230865736
Hispanic,-121.92951351958165,37.314843632784644
Hispanic,-121.8547861742836,37.410205375830195
Hispanic,-121.86019141218645,37.28176074954688
Hispanic,-121.91759171739491,37.33570718140138
Hispanic,-121.8361428220118,37.29877817116473
White,-121.99510105930221,37.35550213876883
Black,-121.85709136485954,37.31379516991772
Hispanic,-121.82324536367734,37.29280358186809
Black,-121.94836055409583,37.26022418928536
Black,-121.78018699038911,37.34190383336901
Hispanic,-121.84998160048931,37.30649544608744
Hispanic,-121.86369464151072,37.33751718081998
Black,-121.8342972364727,37.34451626701337
Hispanic,-121.93084256673535,37.323826496947675
Hispanic,-121.88774576093046,37.34883026301941
White,-121.84458865857412,37.24643556461887
Hispanic,-121.8365106751306,37.3294082109567
White,-121.86472520786421,37.279090777404775
Hispanic,-121.86762144516332,37.350512230610505
Hispanic,-121.87642610348716,37.31755593488144
Hispanic,-121.81183041369633,37.36198543095447
White,-121.8052168129695,37.300106914379306
White,-121.92900613645352,37.31622434081942
Black,-121.95483058506717,37.28528722562981
Black,-121.89209376771616,37.33129351187691
Hispanic,-121.84468129071344,37.32909421452622
White,-122.01689828200152,37.398520450670645
Hispanic,-121.87629541152917,37.323747005065634
White,-121.80832296802966,37.2602626530144
Hispanic,-121.83680775029778,37.354798335096206
Black,-121.83796752726121,37.348526716316705
Hispanic,-121.84958254904602,37.31250627110899
White,-121.876314663728,37.34365157505583
Hispanic,-121.7980089757688,37.324928166808476
White,-121.95338064792239,37.28017112496867
Hispanic,-121.93033321577315,37.34285338750093
Hispanic,-121.83523445471415,37.380153234947784
Hispanic,-121.77602240196866,37.293783945539296
Black,-121.82493794147946,37.28618475074592
White,-121.84998194905441,37.33550054873801
Hispanic,-121.8314061994847,37.36432514582931
Hispanic,-121.84055469212623,37.3259048692514
Hispanic,-121.84761842131617,37.348620204912955
Hispanic,-121.87688488654646,37.30299313069969
Hispanic,-121.81989338653543,37.37118759178398
Black,-121.87536656032796,37.287203240788365
Hispanic,-121.97699765921683,37.348244019359214
White,-121.88520499205674,37.40232806734467
Hispanic,-121.83446887178368,37.294804322890606
White,-121.89159191793526,37.33491313449413
Hispanic,-121.82974854502416,37.230058028706026
Asian,-121.8333612622031,37.277894807395676
White,-121.89293666658533,37.3369016925563
Hispanic,-121.87690225711326,37.34163066528186
Hispanic,-121.82858196593189,37.25011859080806
Hispanic,-121.9228818733485,37.31680036638592
Asian,-121.88035203953737,37.251294595738976
White,-121.83682230900078,37.333957148637076
Black,-121.98486740908739,37.32003072252336
Hispanic,-121.89229292736216,37.323117397072295
Asian,-121.95913547919447,37.417102494004276
Hispanic,-121.87752025159237,37.34552281608154
Black,-121.9100601277821,37.336485317901236
Hispanic,-121.87618300059268,37.33224306775429
White,-121.82359648585403,37.26093974718944
Black,-121.79024274050262,37.3354289794382
Hispanic,-121.79981236891234,37.249014679473454
White,-121.93207076664869,37.31185591625026
White,-121.95884769440929,37.37695842322905
Hispanic,-121.96664741689891,37.31773435587857
White,-121.88422772389181,37.296218251236965
Hispanic,-121.88551078241534,37.348338129622
Hispanic,-121.7933294965209,37.31036914276622
Hispanic,-121.82166519448879,37.255809437949594
Hispanic,-121.86902568845049,37.29492352815469
Hispanic,-121.88844390983125,37.3366454381427
White,-121.87761050567435,37.32022952632803
Black,-121.77872610424974,37.22079531955275
White,-121.96359729458004,37.29589238962995
White,-121.8200015833781,37.35367028524486
Hispanic,-121.88642258929164,37.335774043933746
Hispanic,-121.83338922125085,37.255359295249505
Hispanic,-121.8442078004008,37.37340322758527
Hispanic,-121.89349129647336,37.33298068885139
Asian,-121.87909513054389,37.33879853542057
White,-121.93325927390163,37.325367358214145
Hispanic,-121.80698105120769,37.2739196056351
Hispanic,-121.87389125688959,37.32003614392805
Black,-121.84738391494982,37.30747953913582
White,-121.92224225845382,37.378026328683525
Hispanic,-121.83546731952767,37.29004388559713
Asian,-121.88283433126081,37.332859174110546
Black,-121.93639442409548,37.279543095497594
Hispanic,-121.94987696331641,37.301431716168814
Hispanic,-121.81204377367003,37.32399133171339
Hispanic,-121.9106913739933,37.340644184127754
Hispanic,-121.93712860071545,37.262819240539244
Hispanic,-121.82693825343848,37.324925064869284
Black,-121.9785234676991,37.334022715061906
White,-121.91753853045647,37.31034280797243
White,-121.93611403693833,37.32206594188254
Hispanic,-121.8074495929032,37.31639742669169
White,-121.94417404725391,37.24624475155189
Hispanic,-121.89304282763035,37.33601835653972
Hispanic,-121.95633475828706,37.24685497670899
Black,-121.89056807651906,37.33617707017112
White,-122.0022030388883,37.316030578130835
Asian,-121.85504295252065,37.37055484371028
Hispanic,-121.80497686825059,37.26428761134206
Hispanic,-121.86470158673,37.275769731893696
Hispanic,-121.80524177640311,37.29632669049088
Black,-121.90181561078543,37.317913489861844
White,-121.86118286757063,37.2203137467773
Hispanic,-121.87739799388224,37.33156114082904
Black,-121.8950286708787,37.332130567707075
Black,-121.87818919133015,37.32775177182898
White,-121.83890521309766,37.25224780241704
Hispanic,-121.90571095133252,37.33795012703254
White,-121.90856663746203,37.279755528365584
Black,-121.95341803037115,37.36294966988875
White,-121.827449842748,37.28460645860678
White,-121.88132116507151,37.32429595656605
Asian,-121.81888776774791,37.30423579474289
White,-121.95178004952493,37.25246887869378
White,-121.91279608949671,37.295333706714764
Black,-121.8294893318427,37.31304852841385
Asian,-121.90656796829659,37.315278426905316
White,-121.90953190251494,37.40983628371261
Hispanic,-121.83205538886527,37.275971285433776
White,-121.87627030101882,37.41301865554616
Hispanic,-121.93032021405459,37.25859827591489
Hispanic,-121.8450307372674,37.334886327767144
Hispanic,-121.81179813698488,37.37246011032233
Hispanic,-121.80101925130401,37.31459140112359
Asian,-121.84604053565312,37.30083125768463
Hispanic,-121.85719669975671,37.301539219351675
Hispanic,-121.81726952425878,37.316938383114405
Black,-121.80280027612373,37.30879778350452
Hispanic,-121.96708146828094,37.42793573040577
White,-121.86767220003732,37.39504659544567
Hispanic,-121.87302637056236,37.33494446613183
White,-121.93813912553081,37.336564216857525
Black,-121.91946528377883,37.31340759087589
Black,-121.87942230694243,37.32037936067219
Asian,-121.83784259170854,37.23366277559099
Hispanic,-121.80091577451071,37.348542663882085
Asian,-122.03842601806492,37.344131248240956
Hispanic,-121.92066366765927,37.29625546973188
Hispanic,-121.90575029376507,37.33350699402805
White,-121.8858397992009,37.33275571579205
White,-121.88902160596128,37.33975853057051
Asian,-121.81651311270674,37.32207872716488
Hispanic,-121.91763770120554,37.26049972074188
White,-121.83108728403143,37.280517977440375
Black,-121.86839008706752,37.35015515448396
Black,-121.8514063618895,37.38259396968058
White,-121.84175122597625,37.338808141719326
White,-121.78507431975231,37.31146996703009
Black,-121.96094797150047,37.39528905730486
Hispanic,-121.80274995724281,37.38028798976501
Hispanic,-121.80302680862995,37.335850502856076
Asian,-121.82630370979031,37.340497543384295
Black,-121.87636268924388,37.31042501899537
Black,-121.92371882955138,37.30072600188171
Hispanic,-121.80124022819155,37.326993102220065
Hispanic,-122.03275132533531,37.39090150827351
Black,-121.88557946900903,37.333694765888986
Hispanic,-121.8005431771156,37.3335074302777
White,-121.85729492584866,37.31184459988147
Black,-121.82744716347395,37.349870496122044
White,-121.89189649784313,37.33360105476802
Hispanic,-121.82866057859104,37.37162484403887
White,-121.83110440256493,37.2459620775082
White,-121.9757194762735,37.265482531077716
Hispanic,-121.83278440191259,37.28617913312201
Hispanic,-121.8288564187421,37.30682490886197
Hispanic,-121.81428204203075,37.27721928917172
Hispanic,-121.80360983303406,37.3353051232654
Asian,-121.80261185257578,37.25949714271759
Asian,-121.84745085421784,37.30811199804089
Hispanic,-121.83234192086664,37.280872291118165
Hispanic,-121.84580503747485,37.35919265521088
Hispanic,-121.80370539105675,37.24272101774057
White,-121.88342113592121,37.333865354544535
Hispanic,-122.05254648095814,37.38150801299901
Hispanic,-121.86307729595002,37.3214581881774
Hispanic,-121.86240244510667,37.390716493591434
Hispanic,-121.82298104029543,37.293912179935745
Hispanic,-121.84598828366043,37.30633519238311
Hispanic,-121.89706639904028,37.330742639634714
Hispanic,-121.94966518418558,37.389358840432166
White,-122.08937635936753,37.3832800806449
Hispanic,-121.80636019061113,37.3675675564197
White,-121.89298560325165,37.24291083239102
Hispanic,-121.91709580423384,37.26915264969897
Hispanic,-121.88007240265465,37.24883117015034
White,-121.99731658538867,37.40759678089282
Hispanic,-121.90149871747167,37.342478801414465
Asian,-121.80347771503888,37.32792449296457
Hispanic,-121.93108227574572,37.338683644656534
Hispanic,-121.93598481336328,37.30037677217697
Hispanic,-121.82587767126158,37.31407953219265
White,-121.87852164055667,37.322969491903336
Hispanic,-121.84224020229237,37.30567193552079
Asian,-121.7963801372167,37.256223360956945
Hispanic,-121.8872652883795,37.33188660844885
Black,-121.92445305896955,37.311804909154255
Hispanic,-121.8304074799651,37.30849750069352
Asian,-122.0323854381838,37.34156925582893
Hispanic,-121.90887157015574,37.31547401031565
Hispanic,-121.89169966058964,37.333779185627165
White,-121.81775089862708,37.28057612210857
Black,-121.92290262260838,37.39988661394018
White,-121.85578520894889,37.39676445301687
Hispanic,-121.83631943710415,37.323354063999695
Black,-121.87892946745765,37.31985509561823
Hispanic,-121.80611704251776,37.35737298776699
Asian,-121.83279087164695,37.31014602587616
Hispanic,-121.84623082943543,37.29726955820899
White,-121.93313998757344,37.290871412915976
Hispanic,-121.84789645855021,37.35619879046372
Hispanic,-121.84628161663962,37.27231996070703
Hispanic,-121.88578822469833,37.292894822159816
Asian,-121.79190799495387,37.30481920799802
Black,-121.86305432202748,37.338303646416385
Hispanic,-121.83090724792359,37.28180015085933
Hispanic,-121.88332030604481,37.256127151274896
Hispanic,-121.8139734498621,37.23661759246428
White,-122.06706482678847,37.38391544470981
Hispanic,-121.86802462476115,37.26433628087757
White,-121.92696611990094,37.318996191982926
White,-122.12508166222769,37.446896842111414
Black,-121.879768054262,37.29425619050539
Hispanic,-121.80588153328726,37.30807411295656
Hispanic,-121.86696685205467,37.34267719667657
White,-122.04975927376609,37.358570239408024
Asian,-121.83407856011391,37.34803816175917
Black,-121.87892002447103,37.425173404785284
White,-121.81914867770752,37.37738541485056
White,-121.84499192665527,37.31068338220756
White,-121.96466603105625,37.407518233130126
Hispanic,-121.82396996694548,37.25303826715314
